user_id	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8	Q9	Q10	Q11	Q12	Q13	Q14	Q15
2536	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2538	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2540	4	2	2	2	2	2	2	2	4	0	2	2	4	2	2
2562	4	4	1	1	4	2	1	2	4	1	1	1	4	1	1
2569	3	0	5	5	0	5	0	5	4	5	0	0	5	5	5
2575	5	0	2	3	0	0	4	4	5	2	4	3	2	4	5
2577	0	0	1	1	2	1	1	1	1	1	1	1	1	2	1
2579	3	2	3	3	2	3	3	3	3	2	3	3	3	3	3
2580	4	3	4	4	4	4	3	4	4	3	3	3	4	4	4
2583	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2592	4	4	2	1	3	4	2	4	4	1	2	1	4	2	4
2595	5	0	0	0	0	5	0	4	5	0	0	0	5	5	4
2596	3	2	2	2	2	3	2	4	3	2	3	2	3	3	4
2597	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2600	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1
2601	4	4	0	0	4	4	3	4	4	0	3	3	4	1	3
2603	4	4	5	3	1	4	1	4	3	3	2	2	4	5	3
2606	5	2	1	0	1	5	2	4	5	1	1	1	5	2	3
2608	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4
2616	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3
2620	4	2	3	2	3	0	4	2	4	3	3	2	3	2	4
2623	2	2	2	3	3	3	4	3	2	2	3	4	3	3	2
2627	0	4	1	5	1	4	4	2	3	0	5	5	4	2	3
2629	4	0	4	3	1	4	3	3	3	3	3	3	0	4	4
2630	4	1	3	4	1	5	3	5	4	3	3	1	5	4	5
2635	0	5	5	3	5	4	0	4	0	3	4	3	0	0	4
2638	4	3	3	3	2	2	3	2	3	3	3	3	4	3	4
2639	3	3	2	2	2	3	2	3	2	3	3	3	2	3	2
2641	3	2	3	3	2	4	3	4	3	3	3	2	3	4	4
2643	4	3	2	3	2	3	2	3	2	2	2	3	3	2	3
2644	4	3	4	2	3	4	2	4	2	4	4	4	4	4	3
2645	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3
2646	4	2	4	4	2	4	2	4	3	4	2	2	3	4	4
2647	5	0	5	4	1	2	1	4	4	5	0	1	4	4	3
2650	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3
2651	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3
2653	4	3	3	3	3	3	3	4	3	3	3	3	3	3	3
2654	5	1	4	1	0	4	0	4	4	3	1	1	5	3	4
2655	0	0	2	0	0	5	2	3	3	2	2	2	0	3	5
2658	4	2	3	3	1	4	3	3	3	3	2	3	3	4	3
2659	4	3	4	4	3	4	4	4	2	4	4	4	2	2	4
2663	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3
2665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2666	2	4	1	2	4	3	3	2	2	0	4	5	3	1	2
2668	5	0	5	5	0	5	0	5	5	5	0	0	5	5	5
2672	4	2	5	4	2	4	1	4	4	4	1	2	4	4	4
2676	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2679	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2682	5	5	5	3	3	3	3	3	3	3	3	3	4	1	3
2692	4	3	3	3	3	4	1	4	4	2	2	2	4	2	3
2694	4	2	2	2	1	4	0	5	5	2	0	0	3	2	4
2696	4	4	4	4	4	4	1	4	4	4	1	1	4	4	4
2699	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2708	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2711	3	3	3	2	3	3	3	3	3	2	3	3	4	3	3
2712	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2715	5	1	3	5	2	5	3	3	4	3	2	1	4	4	4
2719	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2723	5	5	5	5	0	5	0	5	5	5	0	0	5	5	5
2724	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2725	5	2	1	0	4	2	0	4	4	0	2	1	1	1	4
2726	5	2	5	5	5	5	2	5	5	3	2	2	5	5	5
2728	4	1	3	3	0	1	3	3	1	3	4	4	3	5	3
2733	2	3	3	2	4	4	3	3	3	3	3	2	3	2	4
2737	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2741	2	3	0	0	3	3	3	5	1	0	3	5	4	0	3
2743	4	3	1	2	2	3	3	4	4	1	2	3	4	3	3
2752	5	0	4	3	1	5	2	4	4	3	1	1	5	4	5
2754	4	3	3	3	3	5	3	5	4	3	3	2	4	2	5
2755	4	4	1	1	4	3	4	4	4	1	3	3	4	1	4
2756	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2757	5	1	4	4	1	4	1	4	4	3	1	1	4	3	4
2765	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2766	4	1	2	3	2	4	1	4	4	2	0	0	5	4	3
2780	4	1	3	3	1	3	3	3	3	2	0	1	4	4	4
2784	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
2785	4	2	3	3	2	4	3	3	3	3	3	3	3	4	3
2786	0	0	2	0	0	5	3	3	2	0	0	0	3	4	3
2789	3	3	4	3	3	2	0	4	3	3	0	0	3	2	3
2792	4	0	1	1	5	4	3	1	1	1	3	3	3	0	1
2794	5	4	1	1	3	3	3	3	3	1	4	1	4	2	3
2799	4	3	0	0	0	4	2	1	4	0	4	4	4	0	4
2801	5	0	2	0	0	5	0	5	5	2	0	0	5	5	5
2803	5	0	2	0	0	5	0	5	5	2	0	0	5	5	5
2806	4	5	2	0	3	3	3	3	3	0	5	3	5	5	3
2807	5	5	2	3	3	4	3	3	3	2	3	3	3	2	4
2810	4	1	2	2	3	3	3	3	4	2	3	3	4	2	3
2817	5	3	3	3	3	5	3	3	5	3	2	2	5	3	5
2821	4	3	3	0	5	5	3	3	5	0	5	3	3	2	5
2830	4	2	2	2	2	2	2	2	3	2	2	3	3	3	2
2833	3	2	2	3	2	3	2	2	1	2	2	2	2	3	3
2834	4	3	3	3	3	3	1	3	3	3	2	2	3	3	3
2840	5	2	5	3	3	5	3	4	4	5	3	2	5	5	5
2847	2	1	1	4	1	1	3	3	3	1	3	1	3	3	3
2851	5	2	5	1	5	5	4	5	5	2	3	3	5	5	5
2861	4	5	4	4	5	5	0	5	0	4	0	0	5	0	5
2862	4	4	2	2	4	4	4	3	4	1	3	3	4	1	4
2864	4	3	3	3	3	4	3	3	3	3	3	3	3	4	4
2867	4	1	4	4	1	1	1	4	4	4	1	1	4	4	4
2874	4	0	4	4	0	4	0	4	4	3	0	0	4	4	4
2876	3	1	5	3	2	5	3	3	3	3	3	3	3	2	5
2878	4	3	2	2	3	4	3	3	4	2	3	3	4	2	4
2882	4	3	3	3	3	2	3	3	3	3	2	3	3	2	3
2889	5	1	4	2	1	4	3	4	5	4	3	2	5	2	5
2890	4	4	4	4	4	4	1	4	4	4	1	1	4	1	4
2896	2	3	3	3	2	2	4	2	2	2	2	2	3	3	3
2897	2	4	4	3	4	3	5	3	0	3	5	5	0	2	4
2899	4	4	1	1	4	3	3	4	4	1	1	1	4	1	3
2902	3	2	3	0	2	2	3	5	5	3	2	3	5	3	3
2906	4	4	2	2	4	5	1	5	4	1	2	2	4	3	5
2909	5	3	3	3	3	3	2	3	3	2	2	2	3	3	3
2911	1	2	1	2	2	5	1	3	5	2	3	3	5	2	4
2913	4	4	4	5	4	5	0	4	4	3	1	1	4	1	4
2914	4	4	4	4	4	4	1	4	4	4	1	1	4	1	4
2922	5	3	3	4	1	4	1	4	4	3	1	1	4	4	4
2923	1	4	2	3	3	3	3	2	1	1	3	3	1	1	2
2926	4	0	3	3	2	4	5	0	4	5	0	0	5	3	2
2935	4	4	2	2	2	5	2	2	2	3	3	3	3	3	1
2940	0	2	2	2	3	5	3	5	5	2	3	1	3	2	3
2942	4	2	3	0	2	3	3	3	5	2	2	0	5	3	3
2945	4	2	2	3	2	3	3	2	3	2	4	3	4	3	2
2946	4	3	3	1	3	4	3	4	4	3	3	3	4	3	4
2947	5	5	0	0	5	4	3	1	4	0	4	0	5	0	4
2950	0	5	0	0	0	5	5	3	0	0	5	5	5	0	5
2952	4	2	4	3	3	5	5	4	4	3	4	3	3	3	3
2955	3	3	4	4	3	1	3	3	3	4	3	4	3	2	0
2957	4	3	4	4	3	0	0	3	4	4	5	0	5	0	0
2960	4	3	3	2	2	5	0	5	4	2	3	1	5	2	5
2962	4	3	1	1	3	4	3	2	3	1	4	3	3	1	4
2963	4	3	3	3	4	4	4	5	4	2	3	4	4	2	3
2965	3	2	3	3	2	3	2	3	3	3	3	3	3	3	3
2966	4	3	3	3	3	3	3	4	4	1	1	1	4	3	4
2967	4	3	3	3	3	3	2	2	3	2	3	3	4	3	2
2968	4	3	2	3	3	4	3	4	3	3	3	2	4	2	4
2969	4	2	2	3	4	2	3	4	4	3	3	3	4	3	4
2970	5	5	2	2	5	5	3	3	5	2	3	3	5	0	5
2972	4	3	3	4	3	0	3	3	4	3	4	3	4	4	4
2976	4	3	1	1	3	3	4	1	4	0	3	2	4	1	3
2980	4	2	5	5	3	4	1	4	4	3	1	0	4	3	4
2983	3	4	3	3	4	1	5	2	3	2	3	4	2	2	4
2984	4	2	4	4	2	3	0	4	4	3	1	0	4	3	4
2985	5	2	1	1	2	3	5	4	3	1	5	4	4	2	3
2987	5	5	0	0	3	5	1	3	4	2	4	3	3	2	5
2990	4	2	1	1	4	4	1	4	4	2	2	2	4	4	4
2992	5	1	3	3	1	3	1	4	5	2	1	2	4	5	4
2994	4	1	5	4	1	5	3	4	4	5	4	3	4	5	5
2995	5	3	3	2	3	5	2	5	5	3	4	4	5	2	5
